# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
Indexes.stubs.lookupDurationMaxMs,1716621188305000000,1716621303615000000,7.0
Indexes.entries.lookupDuration90PMs,1716621188305000000,1716621303615000000,7.0
VFSFlusher.totalFlushes,1716621188305000000,1716621303615000000,9
Indexes.stubs.lookups,1716621188305000000,1716621303615000000,25.0
VFSFlusher.totalFlushesRetried,1716621188305000000,1716621303615000000,0
IndexesFlusher.totalFlushes,1716621188305000000,1716621303615000000,58
Indexes.allKeys.lookupDuration90PMs,1716621188305000000,1716621303615000000,0.0
IndexesFlusher.totalFlushingTimeUs,1716621188305000000,1716621303615000000,791495
Indexes.allKeys.lookups,1716621188305000000,1716621303615000000,0.0
Indexes.allKeys.lookupDurationMaxMs,1716621188305000000,1716621303615000000,0.0
VFSFlusher.totalContentionQuotaSpent,1716621188305000000,1716621303615000000,0
Indexes.entries.lookupDurationMaxMs,1716621188305000000,1716621303615000000,7.0
IndexesFlusher.totalContentionQuotaSpent,1716621188305000000,1716621303615000000,39
IndexesFlusher.totalFlushesRetried,1716621188305000000,1716621303615000000,2
VFSFlusher.totalFlushingTimeUs,1716621188305000000,1716621303615000000,74624
StorageLockContext.competingThreads.max,1716621188305000000,1716621303615000000,0
FilePageCache.maxCacheSizeInBytes,1716621188305000000,1716621303615000000,271613952
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1716621188305000000,1716621303615000000,0
FilePageCache.uncachedFileAccess,1716621188305000000,1716621303615000000,395
StreamlinedBlobStorage.recordsAllocated,1716621188305000000,1716621303615000000,2680
FilePageCache.disposedBuffers,1716621188305000000,1716621303615000000,5
StreamlinedBlobStorage.recordsRelocated,1716621188305000000,1716621303615000000,0
FilePageCache.capacityInBytes,1716621188305000000,1716621303615000000,524288000
FilePageCache.pageFastCacheHits,1716621188305000000,1716621303615000000,163373
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1716621188305000000,1716621303615000000,67498
StorageLockContext.competingThreads.avg,1716621188305000000,1716621303615000000,0.0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1716621188305000000,1716621303615000000,271613952
FilePageCache.pageLoads,1716621188305000000,1716621303615000000,259
DirectByteBufferAllocator.hits,1716621188305000000,1716621303615000000,5
FilePageCache.pageLoadsAboveSizeThreshold,1716621188305000000,1716621303615000000,0
StorageLockContext.competingThreads.90P,1716621188305000000,1716621303615000000,0
FilePageCache.totalPageDisposalsUs,1716621188305000000,1716621303615000000,503
FilePageCache.totalPageLoadsUs,1716621188305000000,1716621303615000000,239413
DirectByteBufferAllocator.reclaimed,1716621188305000000,1716621303615000000,5
DirectByteBufferAllocator.disposed,1716621188305000000,1716621303615000000,0
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1716621188305000000,1716621303615000000,210988
FilePageCache.maxRegisteredFiles,1716621188305000000,1716621303615000000,840
StreamlinedBlobStorage.recordsDeleted,1716621188305000000,1716621303615000000,16
FilePageCache.pageHits,1716621188305000000,1716621303615000000,0
DirectByteBufferAllocator.misses,1716621188305000000,1716621303615000000,254
workspaceModel.global.updates.count,1716621188305000000,1716621303615000000,0
jps.global.handle.before.change.events.ms,1716621188305000000,1716621303615000000,0
jps.load.project.to.empty.storage.ms,1716621188305000000,1716621303615000000,32
workspaceModel.mutableEntityStorage.resolve.ms,1716621188305000000,1716621303615000000,0
jps.app.storage.content.reader.load.component.ms,1716621188305000000,1716621303615000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1716621188305000000,1716621303615000000,2
workspaceModel.save.cache.to.file.ms,1716621188305000000,1716621303615000000,110
jps.storage.jps.conf.reader.load.component.ms,1716621188305000000,1716621303615000000,3
jps.global.get.library.by.name.ms,1716621188305000000,1716621303615000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1716621188305000000,1716621303615000000,0
jps.load.initial.state.ms,1716621188305000000,1716621303615000000,4
workspaceModel.mutableEntityStorage.modify.entity.ms,1716621188305000000,1716621303615000000,2
workspaceModel.moduleManagerBridge.load.all.modules.ms,1716621188305000000,1716621303615000000,3
jps.project.serializers.save.ms,1716621188305000000,1716621303615000000,0
jps.facet.change.listener.process.change.events.ms,1716621188305000000,1716621303615000000,1
workspaceModel.moduleBridge.before.changed.ms,1716621188305000000,1716621303615000000,0
jps.modifiable.module.model.bridge.load.module.ms,1716621188305000000,1716621303615000000,0
jps.reload.project.entities.ms,1716621188305000000,1716621303615000000,0
jps.global.initialize.library.bridges.after.loading.ms,1716621188305000000,1716621303615000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1716621188305000000,1716621303615000000,0
workspaceModel.global.apply.state.to.project.ms,1716621188305000000,1716621303615000000,0
jps.artifact.entities.serializer.load.entities.ms,1716621188305000000,1716621303615000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1716621188305000000,1716621303615000000,0
jps.apply.loaded.storage.ms,1716621188305000000,1716621303615000000,768
jps.save.global.entities.ms,1716621188305000000,1716621303615000000,0
workspaceModel.load.cache.from.file.ms,1716621188305000000,1716621303615000000,0
jps.modifiable.module.model.bridge.new.module.ms,1716621188305000000,1716621303615000000,41
jps.global.get.libraries.ms,1716621188305000000,1716621303615000000,2
jps.global.handle.changed.events.ms,1716621188305000000,1716621303615000000,0
jps.library.entities.serializer.save.entities.ms,1716621188305000000,1716621303615000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1716621188305000000,1716621303615000000,16
workspaceModel.mutableEntityStorage.has.same.entities.ms,1716621188305000000,1716621303615000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1716621188305000000,1716621303615000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1716621188305000000,1716621303615000000,0
jps.facet.change.listener.init.bridge.ms,1716621188305000000,1716621303615000000,2
workspaceModel.sync.entities.ms,1716621188305000000,1716621303615000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1716621188305000000,1716621303615000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1716621188305000000,1716621303615000000,9
workspaceModel.moduleBridge.update.option.ms,1716621188305000000,1716621303615000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1716621188305000000,1716621303615000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1716621188305000000,1716621303615000000,3
workspaceModel.global.updates.ms,1716621188305000000,1716621303615000000,0
jps.library.entities.serializer.load.entities.ms,1716621188305000000,1716621303615000000,0
workspaceModel.delayed.project.synchronizer.sync.ms,1716621188305000000,1716621303615000000,0
jps.project.serializers.load.ms,1716621188305000000,1716621303615000000,2
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1716621188305000000,1716621303615000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1716621188305000000,1716621303615000000,4
jps.modifiable.module.model.bridge.disposing.ms,1716621188305000000,1716621303615000000,0
jps.save.changed.project.entities.ms,1716621188305000000,1716621303615000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1716621188305000000,1716621303615000000,17
workspaceModel.moduleManagerBridge.build.module.graph.ms,1716621188305000000,1716621303615000000,1
workspaceModel.mutableEntityStorage.entities.ms,1716621188305000000,1716621303615000000,2
workspaceModel.moduleBridgeLoader.loading.modules.ms,1716621188305000000,1716621303615000000,840
workspaceModel.mutableEntityStorage.add.diff.ms,1716621188305000000,1716621303615000000,6
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1716621188305000000,1716621303615000000,1
workspaceModel.orphan.listener.update.ms,1716621188305000000,1716621303615000000,1
jps.global.initialize.library.bridges.ms,1716621188305000000,1716621303615000000,1
workspaceModel.mutableEntityStorage.remove.entity.ms,1716621188305000000,1716621303615000000,0
jps.artifact.entities.serializer.save.entities.ms,1716621188305000000,1716621303615000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1716621188305000000,1716621303615000000,94
jps.global.get.library.ms,1716621188305000000,1716621303615000000,0
jps.modifiable.module.model.bridge.renaming.ms,1716621188305000000,1716621303615000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1716621188305000000,1716621303615000000,0
jps.facet.change.listener.before.change.events.ms,1716621188305000000,1716621303615000000,0
FileNameCache.fastMisses,1716621188305000000,1716621303615000000,63384
FileNameCache.queries,1716621188305000000,1716621303615000000,804338
FileNameCache.totalMisses,1716621188305000000,1716621303615000000,39669
FlushQueue.waitingTimeMaxNs,1716621188305000000,1716621303615000000,981467135
AWTEventQueue.dispatchTimeMaxNs,1716621188305000000,1716621303615000000,788529151
AWTEventQueue.dispatchTimeTotalNS,1716621188305000000,1716621303615000000,7923806178
FlushQueue.waitingTime90PNs,1716621188305000000,1716621303615000000,322961407
FlushQueue.queueSizeAvg,1716621188305000000,1716621303615000000,11.837355718782792
NonBlockingReadAction.finalizedExecutionsCount,1716621188305000000,1716621303615000000,245
FlushQueue.executionTimeAvgNs,1716621188305000000,1716621303615000000,4236317.855194123
FlushQueue.tasksExecuted,1716621188305000000,1716621303615000000,953
FlushQueue.executionTimeMaxNs,1716621188305000000,1716621303615000000,1308622847
FlushQueue.executionTime90PNs,1716621188305000000,1716621303615000000,1843199
FlushQueue.waitingTimeAvgNs,1716621188305000000,1716621303615000000,9.244845165162644E7
AWTEventQueue.eventsDispatched,1716621188305000000,1716621303615000000,4126
FlushQueue.queueSizeMax,1716621188305000000,1716621303615000000,66
AWTEventQueue.dispatchTime90PNs,1716621188305000000,1716621303615000000,819199
FlushQueue.queueSize90P,1716621188305000000,1716621303615000000,51
AWTEventQueue.dispatchTimeAvgNs,1716621188305000000,1716621303615000000,1920004.8162869608
NonBlockingReadAction.failedExecutionTimeUs,1716621188305000000,1716621303615000000,0
NonBlockingReadAction.finalizedExecutionTimeUs,1716621188305000000,1716621303615000000,6839707
NonBlockingReadAction.failedExecutionsCount,1716621188305000000,1716621303615000000,0
workspaceModel.updates.count,1716621303615000000,1716621363619000000,5
workspaceModel.init.bridges.ms,1716621303615000000,1716621363619000000,5
workspaceModel.replace.project.model.ms,1716621303615000000,1716621363619000000,0
workspaceModel.check.recursive.update.ms,1716621303615000000,1716621363619000000,1
workspaceModel.updates.ms,1716621303615000000,1716621363619000000,107
workspaceModel.loading.from.cache.ms,1716621303615000000,1716621363619000000,19
workspaceModel.loading.total.ms,1716621303615000000,1716621363619000000,38
workspaceModel.collect.changes.ms,1716621303615000000,1716621363619000000,0
workspaceModel.pre.handlers.ms,1716621303615000000,1716621363619000000,2
workspaceModel.initializing.ms,1716621303615000000,1716621363619000000,5
workspaceModel.update.unloaded.entities.ms,1716621303615000000,1716621363619000000,0
workspaceModel.to.snapshot.ms,1716621303615000000,1716621363619000000,1
workspaceModel.updates.precise.ms,1716621303615000000,1716621363619000000,4
OS.loadAverage,1716621303615000000,1716621363619000000,2.7744140625
JVM.usedHeapBytes,1716621303615000000,1716621363619000000,304894480
JVM.usedNativeBytes,1716621303615000000,1716621363619000000,375470944
JVM.GC.collections,1716621303615000000,1716621363619000000,1
JVM.totalCpuTimeMs,1716621303615000000,1716621363619000000,20976
JVM.threadCount,1716621303615000000,1716621363619000000,116
JVM.GC.collectionTimesMs,1716621303615000000,1716621363619000000,39
JVM.maxHeapBytes,1716621303615000000,1716621363619000000,2147483648
JVM.maxNativeBytes,1716621303615000000,1716621363619000000,-1
Indexes.stubs.lookupDurationAvgMs,1716621303615000000,1716621363619000000,0.03125
Indexes.entries.lookupDurationAvgMs,1716621303615000000,1716621363619000000,0.4339622641509434
Indexes.stubs.lookupDuration90PMs,1716621303615000000,1716621363619000000,0.0
Indexes.entries.lookups,1716621303615000000,1716621363619000000,53.0
Indexes.allKeys.lookupDurationAvgMs,1716621303615000000,1716621363619000000,0.0
Indexes.stubs.lookupDurationMaxMs,1716621303615000000,1716621363619000000,1.0
Indexes.entries.lookupDuration90PMs,1716621303615000000,1716621363619000000,1.0
VFSFlusher.totalFlushes,1716621303615000000,1716621363619000000,3
Indexes.stubs.lookups,1716621303615000000,1716621363619000000,32.0
VFSFlusher.totalFlushesRetried,1716621303615000000,1716621363619000000,0
IndexesFlusher.totalFlushes,1716621303615000000,1716621363619000000,59
Indexes.allKeys.lookupDuration90PMs,1716621303615000000,1716621363619000000,0.0
IndexesFlusher.totalFlushingTimeUs,1716621303615000000,1716621363619000000,391005
Indexes.allKeys.lookups,1716621303615000000,1716621363619000000,0.0
Indexes.allKeys.lookupDurationMaxMs,1716621303615000000,1716621363619000000,0.0
VFSFlusher.totalContentionQuotaSpent,1716621303615000000,1716621363619000000,0
Indexes.entries.lookupDurationMaxMs,1716621303615000000,1716621363619000000,8.0
IndexesFlusher.totalContentionQuotaSpent,1716621303615000000,1716621363619000000,0
IndexesFlusher.totalFlushesRetried,1716621303615000000,1716621363619000000,0
VFSFlusher.totalFlushingTimeUs,1716621303615000000,1716621363619000000,7982
StorageLockContext.competingThreads.max,1716621303615000000,1716621363619000000,0
FilePageCache.maxCacheSizeInBytes,1716621303615000000,1716621363619000000,271613952
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1716621303615000000,1716621363619000000,1048576
FilePageCache.uncachedFileAccess,1716621303615000000,1716621363619000000,9
StreamlinedBlobStorage.recordsAllocated,1716621303615000000,1716621363619000000,1
FilePageCache.disposedBuffers,1716621303615000000,1716621363619000000,1
StreamlinedBlobStorage.recordsRelocated,1716621303615000000,1716621363619000000,0
FilePageCache.capacityInBytes,1716621303615000000,1716621363619000000,524288000
FilePageCache.pageFastCacheHits,1716621303615000000,1716621363619000000,425
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1716621303615000000,1716621363619000000,22
StorageLockContext.competingThreads.avg,1716621303615000000,1716621363619000000,0.0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1716621303615000000,1716621363619000000,271613952
FilePageCache.pageLoads,1716621303615000000,1716621363619000000,0
DirectByteBufferAllocator.hits,1716621303615000000,1716621363619000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1716621303615000000,1716621363619000000,0
StorageLockContext.competingThreads.90P,1716621303615000000,1716621363619000000,0
FilePageCache.totalPageDisposalsUs,1716621303615000000,1716621363619000000,0
FilePageCache.totalPageLoadsUs,1716621303615000000,1716621363619000000,0
DirectByteBufferAllocator.reclaimed,1716621303615000000,1716621363619000000,1
DirectByteBufferAllocator.disposed,1716621303615000000,1716621363619000000,0
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1716621303615000000,1716621363619000000,70
FilePageCache.maxRegisteredFiles,1716621303615000000,1716621363619000000,840
StreamlinedBlobStorage.recordsDeleted,1716621303615000000,1716621363619000000,0
FilePageCache.pageHits,1716621303615000000,1716621363619000000,0
DirectByteBufferAllocator.misses,1716621303615000000,1716621363619000000,0
workspaceModel.global.updates.count,1716621303615000000,1716621363619000000,0
jps.global.handle.before.change.events.ms,1716621303615000000,1716621363619000000,0
jps.load.project.to.empty.storage.ms,1716621303615000000,1716621363619000000,32
workspaceModel.mutableEntityStorage.resolve.ms,1716621303615000000,1716621363619000000,0
jps.app.storage.content.reader.load.component.ms,1716621303615000000,1716621363619000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1716621303615000000,1716621363619000000,2
workspaceModel.save.cache.to.file.ms,1716621303615000000,1716621363619000000,110
jps.storage.jps.conf.reader.load.component.ms,1716621303615000000,1716621363619000000,3
jps.global.get.library.by.name.ms,1716621303615000000,1716621363619000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1716621303615000000,1716621363619000000,0
jps.load.initial.state.ms,1716621303615000000,1716621363619000000,4
workspaceModel.mutableEntityStorage.modify.entity.ms,1716621303615000000,1716621363619000000,2
workspaceModel.moduleManagerBridge.load.all.modules.ms,1716621303615000000,1716621363619000000,3
jps.project.serializers.save.ms,1716621303615000000,1716621363619000000,34
jps.facet.change.listener.process.change.events.ms,1716621303615000000,1716621363619000000,1
workspaceModel.moduleBridge.before.changed.ms,1716621303615000000,1716621363619000000,0
jps.modifiable.module.model.bridge.load.module.ms,1716621303615000000,1716621363619000000,0
jps.reload.project.entities.ms,1716621303615000000,1716621363619000000,0
jps.global.initialize.library.bridges.after.loading.ms,1716621303615000000,1716621363619000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1716621303615000000,1716621363619000000,0
workspaceModel.global.apply.state.to.project.ms,1716621303615000000,1716621363619000000,0
jps.artifact.entities.serializer.load.entities.ms,1716621303615000000,1716621363619000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1716621303615000000,1716621363619000000,0
jps.apply.loaded.storage.ms,1716621303615000000,1716621363619000000,768
jps.save.global.entities.ms,1716621303615000000,1716621363619000000,0
jps.module.iml.entities.serializer.save.entities.ms,1716621303615000000,1716621363619000000,15
workspaceModel.load.cache.from.file.ms,1716621303615000000,1716621363619000000,0
jps.modifiable.module.model.bridge.new.module.ms,1716621303615000000,1716621363619000000,41
jps.global.get.libraries.ms,1716621303615000000,1716621363619000000,2
jps.global.handle.changed.events.ms,1716621303615000000,1716621363619000000,0
jps.library.entities.serializer.save.entities.ms,1716621303615000000,1716621363619000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1716621303615000000,1716621363619000000,16
workspaceModel.mutableEntityStorage.has.same.entities.ms,1716621303615000000,1716621363619000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1716621303615000000,1716621363619000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1716621303615000000,1716621363619000000,0
jps.facet.change.listener.init.bridge.ms,1716621303615000000,1716621363619000000,2
workspaceModel.sync.entities.ms,1716621303615000000,1716621363619000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1716621303615000000,1716621363619000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1716621303615000000,1716621363619000000,9
workspaceModel.moduleBridge.update.option.ms,1716621303615000000,1716621363619000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1716621303615000000,1716621363619000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1716621303615000000,1716621363619000000,3
workspaceModel.global.updates.ms,1716621303615000000,1716621363619000000,0
jps.library.entities.serializer.load.entities.ms,1716621303615000000,1716621363619000000,0
workspaceModel.delayed.project.synchronizer.sync.ms,1716621303615000000,1716621363619000000,0
jps.project.serializers.load.ms,1716621303615000000,1716621363619000000,2
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1716621303615000000,1716621363619000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1716621303615000000,1716621363619000000,4
jps.modifiable.module.model.bridge.disposing.ms,1716621303615000000,1716621363619000000,0
jps.save.changed.project.entities.ms,1716621303615000000,1716621363619000000,34
workspaceModel.moduleManagerBridge.create.module.instance.ms,1716621303615000000,1716621363619000000,17
workspaceModel.moduleManagerBridge.build.module.graph.ms,1716621303615000000,1716621363619000000,1
workspaceModel.mutableEntityStorage.entities.ms,1716621303615000000,1716621363619000000,2
workspaceModel.moduleBridgeLoader.loading.modules.ms,1716621303615000000,1716621363619000000,840
workspaceModel.mutableEntityStorage.add.diff.ms,1716621303615000000,1716621363619000000,6
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1716621303615000000,1716621363619000000,1
workspaceModel.orphan.listener.update.ms,1716621303615000000,1716621363619000000,1
jps.global.initialize.library.bridges.ms,1716621303615000000,1716621363619000000,1
workspaceModel.mutableEntityStorage.remove.entity.ms,1716621303615000000,1716621363619000000,0
jps.artifact.entities.serializer.save.entities.ms,1716621303615000000,1716621363619000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1716621303615000000,1716621363619000000,94
jps.global.get.library.ms,1716621303615000000,1716621363619000000,0
jps.modifiable.module.model.bridge.renaming.ms,1716621303615000000,1716621363619000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1716621303615000000,1716621363619000000,0
jps.module.iml.entities.serializer.load.entities.ms,1716621303615000000,1716621363619000000,0
jps.facet.change.listener.before.change.events.ms,1716621303615000000,1716621363619000000,0
FileNameCache.fastMisses,1716621303615000000,1716621363619000000,22
FileNameCache.queries,1716621303615000000,1716621363619000000,31896
FileNameCache.totalMisses,1716621303615000000,1716621363619000000,0
FlushQueue.waitingTimeMaxNs,1716621303615000000,1716621363619000000,103809023
AWTEventQueue.dispatchTimeMaxNs,1716621303615000000,1716621363619000000,121110527
AWTEventQueue.dispatchTimeTotalNS,1716621303615000000,1716621363619000000,3304932472
FlushQueue.waitingTime90PNs,1716621303615000000,1716621363619000000,3751935
FlushQueue.queueSizeAvg,1716621303615000000,1716621363619000000,2.0620842572062084
NonBlockingReadAction.finalizedExecutionsCount,1716621303615000000,1716621363619000000,556
FlushQueue.executionTimeAvgNs,1716621303615000000,1716621363619000000,207574.37311026003
FlushQueue.tasksExecuted,1716621303615000000,1716621363619000000,4961
FlushQueue.executionTimeMaxNs,1716621303615000000,1716621363619000000,139460607
FlushQueue.executionTime90PNs,1716621303615000000,1716621363619000000,247807
FlushQueue.waitingTimeAvgNs,1716621303615000000,1716621363619000000,1919803.269098972
AWTEventQueue.eventsDispatched,1716621303615000000,1716621363619000000,8303
FlushQueue.queueSizeMax,1716621303615000000,1716621363619000000,60
AWTEventQueue.dispatchTime90PNs,1716621303615000000,1716621363619000000,598015
FlushQueue.queueSize90P,1716621303615000000,1716621363619000000,6
AWTEventQueue.dispatchTimeAvgNs,1716621303615000000,1716621363619000000,397901.8523425268
NonBlockingReadAction.failedExecutionTimeUs,1716621303615000000,1716621363619000000,17495
NonBlockingReadAction.finalizedExecutionTimeUs,1716621303615000000,1716621363619000000,408110
NonBlockingReadAction.failedExecutionsCount,1716621303615000000,1716621363619000000,5
workspaceModel.updates.count,1716621363619000000,1716621375842000000,5
workspaceModel.init.bridges.ms,1716621363619000000,1716621375842000000,5
workspaceModel.replace.project.model.ms,1716621363619000000,1716621375842000000,0
workspaceModel.check.recursive.update.ms,1716621363619000000,1716621375842000000,1
workspaceModel.updates.ms,1716621363619000000,1716621375842000000,107
workspaceModel.loading.from.cache.ms,1716621363619000000,1716621375842000000,19
workspaceModel.loading.total.ms,1716621363619000000,1716621375842000000,38
workspaceModel.collect.changes.ms,1716621363619000000,1716621375842000000,0
workspaceModel.pre.handlers.ms,1716621363619000000,1716621375842000000,2
workspaceModel.initializing.ms,1716621363619000000,1716621375842000000,5
workspaceModel.update.unloaded.entities.ms,1716621363619000000,1716621375842000000,0
workspaceModel.to.snapshot.ms,1716621363619000000,1716621375842000000,1
workspaceModel.updates.precise.ms,1716621363619000000,1716621375842000000,4
Indexes.stubs.lookupDurationAvgMs,1716621363619000000,1716621375842000000,0.0
Indexes.entries.lookupDurationAvgMs,1716621363619000000,1716621375842000000,0.0
Indexes.stubs.lookupDuration90PMs,1716621363619000000,1716621375842000000,0.0
Indexes.entries.lookups,1716621363619000000,1716621375842000000,0.0
Indexes.allKeys.lookupDurationAvgMs,1716621363619000000,1716621375842000000,0.0
Indexes.stubs.lookupDurationMaxMs,1716621363619000000,1716621375842000000,0.0
Indexes.entries.lookupDuration90PMs,1716621363619000000,1716621375842000000,0.0
Indexes.stubs.lookups,1716621363619000000,1716621375842000000,0.0
Indexes.allKeys.lookupDuration90PMs,1716621363619000000,1716621375842000000,0.0
Indexes.allKeys.lookups,1716621363619000000,1716621375842000000,0.0
Indexes.allKeys.lookupDurationMaxMs,1716621363619000000,1716621375842000000,0.0
Indexes.entries.lookupDurationMaxMs,1716621363619000000,1716621375842000000,0.0
StorageLockContext.competingThreads.max,1716621363619000000,1716621375842000000,0
FilePageCache.maxCacheSizeInBytes,1716621363619000000,1716621375842000000,271613952
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1716621363619000000,1716621375842000000,52461568
FilePageCache.uncachedFileAccess,1716621363619000000,1716621375842000000,0
FilePageCache.disposedBuffers,1716621363619000000,1716621375842000000,253
FilePageCache.capacityInBytes,1716621363619000000,1716621375842000000,524288000
FilePageCache.pageFastCacheHits,1716621363619000000,1716621375842000000,35
StorageLockContext.competingThreads.avg,1716621363619000000,1716621375842000000,0.0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1716621363619000000,1716621375842000000,52461568
FilePageCache.pageLoads,1716621363619000000,1716621375842000000,0
DirectByteBufferAllocator.hits,1716621363619000000,1716621375842000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1716621363619000000,1716621375842000000,0
StorageLockContext.competingThreads.90P,1716621363619000000,1716621375842000000,0
FilePageCache.totalPageDisposalsUs,1716621363619000000,1716621375842000000,0
FilePageCache.totalPageLoadsUs,1716621363619000000,1716621375842000000,0
DirectByteBufferAllocator.reclaimed,1716621363619000000,1716621375842000000,44
DirectByteBufferAllocator.disposed,1716621363619000000,1716621375842000000,209
FilePageCache.maxRegisteredFiles,1716621363619000000,1716621375842000000,840
FilePageCache.pageHits,1716621363619000000,1716621375842000000,0
DirectByteBufferAllocator.misses,1716621363619000000,1716621375842000000,0
workspaceModel.global.updates.count,1716621363619000000,1716621375842000000,0
jps.global.handle.before.change.events.ms,1716621363619000000,1716621375842000000,0
jps.load.project.to.empty.storage.ms,1716621363619000000,1716621375842000000,32
workspaceModel.mutableEntityStorage.resolve.ms,1716621363619000000,1716621375842000000,0
jps.app.storage.content.reader.load.component.ms,1716621363619000000,1716621375842000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1716621363619000000,1716621375842000000,2
workspaceModel.save.cache.to.file.ms,1716621363619000000,1716621375842000000,110
jps.storage.jps.conf.reader.load.component.ms,1716621363619000000,1716621375842000000,3
jps.global.get.library.by.name.ms,1716621363619000000,1716621375842000000,0
